accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,host_experience
2,1.5,1.0,1.0,89.0,250.0,0.0,1,1,14,474,5.0
2,1.0,1.0,1.0,79.0,0.0,0.0,1,1,1125,1,1.0
4,2.0,2.0,2.0,69.0,100.0,40.0,1,2,6,84,7.0
2,1.0,1.0,1.0,69.0,0.0,12.0,1,1,7,161,7.0
2,1.0,1.0,1.0,74.0,0.0,0.0,1,1,5,22,1.0
2,1.0,0.0,2.0,65.0,150.0,25.0,1,1,1125,0,2.0
5,1.0,2.0,2.0,250.0,150.0,100.0,1,2,1125,3,6.0
4,2.0,2.0,2.0,250.0,0.0,50.0,4,2,1125,24,3.0
4,2.0,2.0,2.0,175.0,0.0,0.0,1,3,3,0,3.0
2,1.0,0.0,1.0,99.0,0.0,0.0,1,2,1125,30,3.0
3,1.0,1.0,1.0,130.0,0.0,0.0,1,1,1125,1,4.0
6,1.0,2.0,2.0,120.0,0.0,20.0,4,1,1125,30,1.0
4,1.0,1.0,2.0,190.0,0.0,169.0,1,7,1125,4,3.0
5,1.0,2.0,2.0,280.0,300.0,99.0,4,2,1125,10,3.0
4,1.0,1.0,2.0,99.0,0.0,75.0,1,1,1125,16,4.0
4,1.0,1.0,1.0,99.0,0.0,30.0,2,1,1125,265,5.0
3,1.0,1.0,2.0,159.0,300.0,135.0,1,2,1125,57,2.0
6,1.0,1.0,2.0,150.0,0.0,0.0,1,6,1125,1,1.0
6,2.0,2.0,3.0,139.0,0.0,99.0,1,2,1125,10,3.0
3,1.0,1.0,1.0,180.0,300.0,60.0,2,2,1125,51,3.0
5,1.0,1.0,3.0,151.0,250.0,65.0,2,3,1125,19,3.0
3,1.0,1.0,1.0,99.0,0.0,0.0,1,1,1125,0,5.0
3,1.0,1.0,1.0,219.0,300.0,60.0,2,2,1125,1,3.0
4,1.0,1.0,1.0,100.0,0.0,25.0,1,1,1125,1,1.0
4,1.0,2.0,3.0,175.0,250.0,135.0,1,3,1125,17,2.0
4,1.0,1.0,2.0,170.0,0.0,169.0,1,7,1125,0,5.0
2,1.0,1.0,1.0,115.0,0.0,35.0,2,1,100,47,2.0
2,1.0,1.0,1.0,100.0,200.0,55.0,2,2,1125,33,2.0
4,1.0,1.0,1.0,110.0,100.0,25.0,2,2,9,5,1.0
1,1.0,1.0,1.0,59.0,0.0,0.0,1,3,1125,0,1.0
4,1.0,1.0,1.0,110.0,0.0,35.0,2,1,1125,11,5.0
3,1.0,1.0,1.0,199.0,300.0,60.0,2,2,1125,9,3.0
2,1.0,0.0,1.0,170.0,0.0,10.0,1,2,1125,13,3.0
3,1.0,1.0,1.0,135.0,0.0,0.0,1,1,1125,5,1.0
5,2.0,2.0,2.0,300.0,300.0,80.0,4,2,1125,1,3.0
3,1.0,1.0,1.0,219.0,300.0,60.0,2,2,1125,2,3.0
3,1.5,1.0,1.0,300.0,1000.0,100.0,0,2,1125,1,1.0
5,2.0,2.0,2.0,235.0,0.0,150.0,0,5,1125,0,1.0
2,1.0,1.0,1.0,59.0,0.0,0.0,1,2,1125,0,1.0
5,2.0,2.0,2.0,156.0,0.0,99.0,1,2,1125,7,3.0
6,2.0,2.0,3.0,147.0,0.0,99.0,1,2,1125,23,3.0
6,2.0,2.0,3.0,135.0,0.0,99.0,1,2,1125,17,3.0
6,2.0,2.0,3.0,128.0,0.0,99.0,1,2,1125,15,3.0
4,1.0,1.0,2.0,104.0,0.0,99.0,1,2,1125,10,3.0
6,2.0,2.0,3.0,114.0,0.0,99.0,1,2,1125,6,3.0
2,1.0,1.0,1.0,150.0,0.0,38.0,1,1,1125,13,3.0
6,2.0,1.0,3.0,250.0,500.0,50.0,1,1,5,2,6.0
2,1.0,1.0,2.0,40.0,0.0,0.0,1,2,10,34,4.0
4,1.0,1.0,2.0,126.0,0.0,99.0,1,2,1125,3,3.0
4,1.0,1.0,1.0,365.0,300.0,45.0,1,1,1125,9,1.0
4,1.0,1.0,1.0,99.0,0.0,30.0,2,1,730,319,5.0
5,2.0,2.0,2.0,350.0,400.0,110.0,2,20,1125,38,3.0
6,2.0,2.0,3.0,143.0,0.0,99.0,1,2,1125,11,3.0
4,1.0,1.0,2.0,110.0,250.0,50.0,2,3,1125,18,3.0
2,1.0,1.0,1.0,100.0,500.0,50.0,1,1,1125,0,4.0
4,1.0,1.0,3.0,149.0,199.0,20.0,3,1,1125,0,1.0
4,1.0,1.0,1.0,175.0,500.0,100.0,2,3,1125,22,2.0
1,1.0,1.0,1.0,150.0,400.0,50.0,2,2,1125,0,1.0
5,2.0,2.0,2.0,143.0,0.0,99.0,1,2,1125,4,3.0
2,1.0,0.0,1.0,121.0,0.0,64.0,1,1,7,1,5.0
3,1.0,1.0,1.0,150.0,0.0,0.0,1,1,1125,4,1.0
3,1.0,1.0,1.0,149.0,400.0,45.0,2,1,1125,8,2.0
4,1.0,1.0,3.0,168.0,200.0,40.0,2,2,1125,2,1.0
6,2.0,2.0,4.0,245.0,0.0,209.0,1,3,1125,3,5.0
2,1.0,0.0,1.0,129.0,300.0,59.0,1,4,1125,32,3.0
6,2.0,2.0,4.0,245.0,0.0,209.0,1,3,1125,8,5.0
3,1.0,1.0,2.0,89.0,150.0,50.0,2,2,90,3,2.0
4,1.0,1.0,2.0,175.0,100.0,65.0,2,3,1125,37,4.0
5,1.0,1.0,3.0,144.0,0.0,150.0,1,1,30,5,3.0
4,1.0,1.0,3.0,188.0,200.0,50.0,2,1,1125,20,1.0
3,1.0,1.0,1.0,179.0,300.0,60.0,2,20,1125,48,3.0
5,2.0,2.0,2.0,129.0,0.0,0.0,1,5,1125,1,2.0
4,1.0,1.0,2.0,170.0,0.0,83.0,1,1,7,1,5.0
2,1.0,1.0,1.0,150.0,250.0,55.0,1,2,1125,0,3.0
4,1.0,1.0,2.0,276.0,0.0,100.0,4,1,1125,11,5.0
4,1.0,1.0,2.0,135.0,95.0,155.0,2,2,60,74,2.0
2,1.0,0.0,1.0,150.0,0.0,60.0,2,2,1125,29,2.0
3,1.0,1.0,2.0,140.0,200.0,100.0,1,1,1125,3,1.0
2,1.0,0.0,1.0,121.0,0.0,64.0,1,1,7,2,5.0
4,1.0,0.0,2.0,175.0,0.0,0.0,1,1,1125,0,1.0
6,2.0,2.0,3.0,147.0,0.0,99.0,1,2,365,24,3.0
4,1.0,2.0,2.0,149.0,0.0,50.0,4,1,7,19,2.0
6,2.0,2.0,3.0,150.0,0.0,0.0,1,7,365,0,6.0
5,2.0,2.0,2.0,300.0,300.0,80.0,4,2,1125,4,3.0
4,1.0,1.0,2.0,115.0,150.0,45.0,2,1,90,5,2.0
4,2.0,2.0,2.0,290.0,0.0,100.0,1,7,29,2,2.0
4,1.0,1.0,1.0,129.0,500.0,70.0,2,1,60,18,1.0
3,1.0,1.0,2.0,175.0,100.0,0.0,0,1,90,114,2.0
2,1.0,1.0,1.0,220.0,300.0,60.0,2,14,1125,71,3.0
2,1.0,1.0,1.0,90.0,0.0,20.0,2,2,1125,88,3.0
2,1.0,1.0,1.0,120.0,0.0,60.0,1,1,30,3,2.0
4,2.0,2.0,2.0,325.0,300.0,110.0,4,6,1125,19,1.0
3,1.5,2.0,2.0,230.0,0.0,75.0,1,1,1125,0,4.0
6,2.0,2.0,3.0,127.0,0.0,99.0,1,2,1125,6,3.0
4,2.0,2.0,2.0,168.0,0.0,25.0,1,1,1125,29,3.0
3,1.0,1.0,2.0,117.0,0.0,30.0,2,2,1125,7,2.0
2,1.0,0.0,1.0,85.0,0.0,45.0,1,2,6,102,6.0
3,1.0,0.0,1.0,122.0,95.0,45.0,2,1,14,64,2.0
6,2.0,2.0,3.0,142.0,0.0,99.0,1,2,1125,18,3.0
3,1.5,1.0,1.0,237.0,300.0,80.0,2,2,1125,30,3.0
4,2.0,2.0,2.0,350.0,500.0,99.0,4,3,1125,0,2.0
4,1.0,1.0,2.0,99.0,0.0,75.0,1,2,120,9,4.0
4,1.0,1.0,2.0,110.0,250.0,50.0,2,3,60,16,3.0
2,1.0,1.0,1.0,300.0,0.0,0.0,1,1,1125,0,2.0
7,2.0,2.0,5.0,225.0,300.0,90.0,4,3,60,18,2.0
4,1.0,1.0,1.0,99.0,0.0,35.0,2,1,1125,106,5.0
6,1.0,1.0,3.0,65.0,100.0,0.0,1,1,7,108,4.0
2,1.0,0.0,1.0,275.0,0.0,0.0,0,1,1125,11,3.0
3,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,46,3.0
4,1.0,1.0,2.0,110.0,250.0,50.0,2,3,60,10,3.0
3,1.0,1.0,1.0,156.0,300.0,60.0,2,2,1125,18,3.0
3,1.0,1.0,1.0,169.0,200.0,0.0,1,1,30,107,3.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,2,6,14,1.0
2,1.0,1.0,1.0,125.0,0.0,0.0,1,1,1125,12,1.0
2,1.0,1.0,1.0,175.0,0.0,100.0,2,3,1125,1,4.0
2,1.0,0.0,1.0,155.0,0.0,60.0,1,3,90,15,4.0
6,1.0,1.0,4.0,151.0,250.0,65.0,3,3,1125,54,3.0
6,2.0,2.0,4.0,175.0,250.0,135.0,1,3,1125,27,2.0
6,2.0,2.0,2.0,196.0,0.0,60.0,1,3,90,40,4.0
2,1.0,0.0,1.0,110.0,0.0,0.0,1,1,1125,0,2.0
2,1.0,0.0,1.0,140.0,100.0,10.0,2,3,4,0,1.0
5,1.0,2.0,3.0,175.0,0.0,107.0,1,3,1125,14,6.0
4,1.0,1.0,2.0,250.0,0.0,45.0,1,1,1125,0,1.0
4,1.0,1.0,1.0,90.0,100.0,50.0,3,1,1125,11,4.0
2,1.0,1.0,1.0,105.0,0.0,60.0,2,3,1125,6,3.0
2,1.0,1.0,1.0,95.0,0.0,30.0,2,2,1125,62,2.0
3,1.0,1.0,1.0,139.0,300.0,60.0,2,2,1125,15,3.0
2,1.0,0.0,1.0,115.0,250.0,135.0,1,3,1125,9,2.0
4,1.0,1.0,1.0,185.0,100.0,65.0,2,3,1125,4,4.0
6,1.0,2.0,4.0,175.0,250.0,135.0,1,3,1125,18,2.0
2,1.0,0.0,1.0,75.0,150.0,20.0,1,1,1125,43,1.0
3,1.0,1.0,1.0,85.0,0.0,20.0,1,1,1125,0,1.0
3,1.0,1.0,1.0,129.0,500.0,65.0,2,1,60,0,1.0
2,1.0,1.0,1.0,70.0,0.0,10.0,1,2,1125,18,1.0
2,1.0,1.0,1.0,79.0,0.0,0.0,0,2,19,139,3.0
6,2.0,2.0,2.0,109.0,300.0,60.0,2,1,1125,0,1.0
2,1.0,0.0,1.0,100.0,0.0,15.0,1,2,1125,37,5.0
4,1.0,1.0,1.0,155.0,0.0,60.0,1,3,90,18,4.0
2,1.0,1.0,1.0,87.0,100.0,10.0,2,2,1125,71,2.0
3,1.0,1.0,1.0,165.0,0.0,10.0,2,1,1125,18,1.0
2,1.5,1.0,1.0,100.0,250.0,25.0,2,1,1125,6,1.0
2,1.0,1.0,1.0,78.0,0.0,20.0,1,1,1125,14,2.0
2,1.0,0.0,1.0,150.0,0.0,0.0,1,2,1125,1,1.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,3,29,240,7.0
2,1.0,1.0,1.0,80.0,0.0,30.0,0,2,1125,13,2.0
6,2.0,2.0,2.0,185.0,500.0,75.0,4,2,200,0,1.0
4,1.0,2.0,3.0,169.0,500.0,100.0,2,3,1125,2,1.0
3,1.0,1.0,2.0,129.0,250.0,50.0,2,3,28,154,5.0
3,1.0,1.0,1.0,80.0,0.0,0.0,2,3,14,55,3.0
4,1.0,1.0,1.0,77.0,150.0,25.0,4,2,9,6,4.0
3,1.0,0.0,1.0,99.0,0.0,50.0,0,1,30,9,3.0
2,1.0,1.0,1.0,119.0,0.0,60.0,2,2,1125,8,3.0
3,1.0,0.0,1.0,129.0,250.0,50.0,0,1,30,31,3.0
3,1.0,1.0,1.0,145.0,0.0,40.0,1,2,1125,10,1.0
1,0.5,1.0,1.0,250.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,2,10,46,3.0
4,1.0,1.0,2.0,230.0,0.0,95.0,1,3,365,2,6.0
3,1.0,1.0,1.0,109.0,300.0,60.0,2,2,1125,1,3.0
2,1.0,1.0,1.0,85.0,150.0,15.0,1,1,4,16,4.0
2,1.0,1.0,1.0,120.0,0.0,0.0,1,6,1125,1,3.0
4,1.0,1.0,2.0,150.0,0.0,60.0,2,1,1125,1,1.0
3,1.0,0.0,1.0,115.0,200.0,50.0,2,1,50,71,3.0
4,1.0,1.0,1.0,130.0,100.0,50.0,2,1,1125,3,4.0
4,1.0,1.0,1.0,129.0,500.0,100.0,2,3,180,3,1.0
2,1.0,1.0,1.0,129.0,300.0,60.0,2,2,1125,55,3.0
6,2.0,1.0,4.0,195.0,250.0,135.0,1,3,1125,14,2.0
4,2.0,2.0,2.0,500.0,300.0,0.0,1,5,7,1,3.0
5,2.0,2.0,3.0,195.0,0.0,0.0,1,3,29,84,7.0
4,1.0,0.0,1.0,250.0,0.0,0.0,1,1,1125,0,1.0
3,1.0,0.0,1.0,100.0,250.0,60.0,1,2,100,45,3.0
2,1.0,1.0,1.0,110.0,0.0,60.0,2,2,1125,16,3.0
4,1.0,0.0,2.0,121.0,150.0,60.0,2,3,1125,66,3.0
2,1.0,1.0,1.0,139.0,0.0,60.0,1,3,90,11,4.0
4,1.0,1.0,2.0,120.0,100.0,20.0,2,2,1125,26,1.0
2,1.0,1.0,1.0,110.0,200.0,50.0,2,3,29,53,2.0
2,1.0,0.0,1.0,69.0,0.0,69.0,1,1,20,25,2.0
2,1.0,1.0,2.0,100.0,0.0,0.0,1,1,1125,0,2.0
4,1.0,1.0,2.0,150.0,100.0,50.0,2,3,1125,65,4.0
6,1.5,2.0,4.0,215.0,250.0,135.0,1,3,1125,12,2.0
2,1.0,1.0,1.0,40.0,200.0,0.0,1,1,3,0,2.0
3,1.0,0.0,1.0,103.0,0.0,0.0,2,1,1125,7,1.0
6,1.0,2.0,3.0,175.0,100.0,95.0,4,3,90,75,5.0
3,1.0,1.0,1.0,139.0,300.0,60.0,2,14,1125,68,3.0
2,1.0,1.0,1.0,66.0,0.0,0.0,1,1,1125,11,2.0
2,1.0,1.0,2.0,85.0,100.0,0.0,2,1,1125,7,1.0
2,1.0,1.0,1.0,65.0,300.0,30.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,100.0,200.0,50.0,1,4,1125,49,3.0
4,1.0,2.0,3.0,174.0,0.0,60.0,1,3,90,14,4.0
5,2.0,2.0,2.0,200.0,300.0,110.0,4,2,1125,2,3.0
3,1.0,1.0,1.0,120.0,250.0,50.0,0,2,45,36,3.0
4,2.0,2.0,2.0,90.0,250.0,101.0,4,1,10,1,1.0
2,1.0,1.0,1.0,78.0,0.0,20.0,1,2,1125,12,2.0
3,1.0,0.0,1.0,99.0,99.0,10.0,1,2,1125,8,1.0
4,1.0,1.0,2.0,174.0,0.0,60.0,1,3,90,13,4.0
2,1.0,1.0,1.0,110.0,100.0,61.0,1,2,20,3,3.0
1,1.0,0.0,1.0,72.0,0.0,20.0,1,4,1125,0,3.0
4,1.0,2.0,2.0,190.0,300.0,80.0,4,2,1125,39,3.0
4,1.0,0.0,1.0,100.0,0.0,10.0,2,1,1125,6,3.0
5,1.0,1.0,3.0,151.0,250.0,65.0,2,3,1125,39,3.0
4,1.0,1.0,1.0,175.0,100.0,65.0,2,3,180,21,4.0
7,2.0,2.0,3.0,250.0,100.0,0.0,4,1,1125,8,2.0
4,1.0,1.0,2.0,140.0,250.0,135.0,1,3,1125,3,2.0
1,1.0,0.0,1.0,120.0,300.0,45.0,2,2,1125,0,1.0
2,1.0,0.0,1.0,99.0,300.0,60.0,2,2,1125,0,3.0
4,1.0,1.0,2.0,180.0,0.0,30.0,2,2,1125,0,2.0
3,1.0,1.0,1.0,109.0,300.0,60.0,2,2,1125,0,3.0
4,1.0,1.0,2.0,140.0,250.0,135.0,1,3,1125,8,2.0
2,1.0,1.0,2.0,75.0,250.0,72.0,2,2,15,16,1.0
3,1.0,1.0,1.0,129.0,300.0,60.0,2,2,1125,36,3.0
2,1.0,1.0,1.0,135.0,100.0,0.0,2,2,28,33,2.0
2,1.0,1.0,1.0,150.0,100.0,30.0,2,2,1125,19,3.0
3,1.0,1.0,1.0,139.0,300.0,60.0,2,20,1125,20,3.0
2,1.0,0.0,2.0,110.0,0.0,0.0,1,2,5,54,4.0
6,1.0,2.0,3.0,179.0,300.0,90.0,4,3,1125,57,2.0
3,1.0,0.0,2.0,120.0,200.0,30.0,1,1,5,1,4.0
6,2.0,2.0,3.0,245.0,500.0,75.0,4,3,1125,18,4.0
3,1.0,1.0,1.0,150.0,300.0,82.0,3,1,40,2,1.0
2,1.0,1.0,1.0,105.0,0.0,0.0,1,3,1125,3,1.0
3,1.0,1.0,1.0,209.0,500.0,60.0,2,2,1125,16,3.0
2,1.0,1.0,1.0,125.0,100.0,35.0,2,1,1125,0,3.0
4,1.0,0.0,2.0,145.0,200.0,25.0,2,1,30,11,2.0
2,1.0,0.0,1.0,115.0,300.0,75.0,0,1,1125,2,1.0
2,1.0,1.0,1.0,89.0,0.0,20.0,2,1,1125,3,4.0
6,1.0,3.0,3.0,165.0,500.0,75.0,2,3,1125,5,1.0
4,1.0,1.0,1.0,180.0,350.0,45.0,2,1,1125,16,1.0
2,1.0,1.0,1.0,140.0,0.0,0.0,1,1,1125,1,4.0
2,1.0,0.0,1.0,100.0,0.0,0.0,1,1,1125,7,1.0
4,1.5,2.0,2.0,179.0,200.0,99.0,2,2,14,2,2.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,1,4,16,1.0
1,1.0,1.0,1.0,75.0,0.0,0.0,1,3,1125,19,1.0
4,1.0,1.0,2.0,150.0,0.0,25.0,1,1,1125,7,4.0
5,2.0,2.0,2.0,169.0,0.0,20.0,4,1,1125,4,4.0
2,1.0,1.0,1.0,112.0,0.0,75.0,1,7,20,0,6.0
2,1.0,1.0,1.0,68.0,0.0,0.0,1,1,1125,40,1.0
2,1.0,1.0,1.0,89.0,0.0,20.0,2,1,1125,6,4.0
2,1.0,1.0,1.0,70.0,0.0,0.0,1,2,1125,1,2.0
4,1.0,1.0,2.0,160.0,0.0,0.0,1,1,1125,32,3.0
4,1.0,1.0,2.0,128.0,0.0,0.0,0,1,1125,22,5.0
2,1.0,1.0,1.0,249.0,500.0,70.0,1,1,1125,4,2.0
1,1.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,14,1.0
2,1.0,1.0,1.0,175.0,0.0,25.0,1,2,7,4,2.0
2,1.0,0.0,1.0,250.0,0.0,100.0,2,2,28,35,2.0
2,1.0,0.0,1.0,110.0,100.0,35.0,1,2,1125,14,6.0
4,1.0,1.0,2.0,144.0,200.0,0.0,1,1,1125,92,3.0
4,1.0,1.0,1.0,149.0,200.0,150.0,4,2,1125,45,4.0
5,1.0,2.0,2.0,350.0,300.0,110.0,4,2,1125,26,3.0
2,1.5,0.0,1.0,95.0,150.0,15.0,1,1,7,11,2.0
2,1.0,1.0,1.0,120.0,0.0,0.0,0,1,1125,10,2.0
4,1.0,1.0,2.0,199.0,0.0,120.0,1,1,1125,4,2.0
2,1.0,1.0,1.0,145.0,200.0,0.0,1,1,1125,99,3.0
1,1.0,1.0,1.0,75.0,95.0,0.0,1,1,1125,2,2.0
4,1.0,1.0,3.0,350.0,0.0,150.0,1,1,50,1,3.0
2,1.0,0.0,1.0,65.0,0.0,35.0,1,1,10,1,1.0
5,1.0,1.0,3.0,149.0,150.0,75.0,2,1,1125,100,3.0
3,1.0,1.0,1.0,150.0,150.0,60.0,3,2,29,80,2.0
3,1.0,1.0,2.0,150.0,0.0,60.0,2,2,1125,40,1.0
2,1.0,1.0,1.0,160.0,300.0,0.0,1,1,1125,74,3.0
3,1.0,1.0,2.0,170.0,300.0,0.0,1,1,1125,42,3.0
3,1.0,1.0,2.0,300.0,500.0,70.0,1,1,1125,44,2.0
2,1.0,1.0,1.0,59.0,0.0,0.0,1,1,1125,53,2.0
2,1.0,1.0,1.0,88.0,0.0,0.0,1,2,1125,55,2.0
2,1.5,1.0,1.0,75.0,0.0,0.0,2,1,14,146,3.0
2,1.0,1.0,1.0,95.0,0.0,0.0,1,1,1125,3,4.0
2,1.0,1.0,1.0,125.0,0.0,0.0,1,1,1125,2,5.0
6,1.0,4.0,4.0,245.0,0.0,100.0,1,3,1125,0,1.0
6,1.5,2.0,3.0,153.0,500.0,200.0,1,2,1125,8,2.0
2,1.0,0.0,1.0,85.0,100.0,30.0,2,2,1125,9,3.0
5,2.0,1.0,2.0,65.0,0.0,5.0,2,1,1125,33,1.0
2,1.0,1.0,1.0,59.0,0.0,0.0,1,1,30,36,2.0
2,2.0,1.0,1.0,45.0,0.0,0.0,1,1,1125,0,1.0
4,2.0,2.0,2.0,150.0,300.0,90.0,4,2,90,0,1.0
1,1.0,1.0,1.0,75.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,3.0,2.0,250.0,150.0,80.0,1,7,14,1,3.0
3,1.0,2.0,1.0,125.0,500.0,30.0,2,1,1125,6,1.0
5,1.0,0.0,1.0,80.0,200.0,50.0,2,1,365,92,5.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,2,1125,0,1.0
2,1.5,1.0,1.0,75.0,0.0,0.0,1,1,1125,12,3.0
2,1.0,1.0,1.0,195.0,500.0,67.0,0,1,1125,13,4.0
4,1.0,1.0,2.0,57.0,0.0,20.0,2,1,1125,15,1.0
5,1.0,3.0,3.0,159.0,0.0,95.0,5,1,1125,1,2.0
11,4.0,5.0,6.0,325.0,0.0,175.0,6,3,1125,0,1.0
2,1.0,0.0,1.0,100.0,300.0,69.0,1,2,14,11,3.0
2,1.5,1.0,1.0,54.0,0.0,15.0,1,2,1125,6,2.0
1,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,0,1.0
6,2.0,3.0,4.0,225.0,0.0,75.0,1,1,1125,0,4.0
8,1.0,2.0,3.0,200.0,250.0,75.0,4,5,14,29,5.0
8,2.0,2.0,4.0,240.0,100.0,60.0,5,2,29,17,5.0
3,1.0,0.0,1.0,100.0,200.0,25.0,0,2,1125,27,1.0
2,1.0,1.0,1.0,100.0,150.0,50.0,1,2,14,7,1.0
2,1.0,1.0,1.0,119.0,0.0,0.0,1,3,1125,4,1.0
5,2.0,2.0,2.0,219.0,400.0,0.0,1,2,1125,0,3.0
6,1.0,2.0,3.0,249.0,200.0,125.0,1,4,1125,8,2.0
8,1.5,3.0,5.0,265.0,0.0,264.0,1,3,1125,0,5.0
2,1.0,1.0,1.0,124.0,0.0,0.0,1,1,1125,0,3.0
4,1.0,2.0,2.0,100.0,200.0,100.0,1,4,1125,0,2.0
6,1.5,3.0,2.0,250.0,200.0,175.0,1,3,14,7,4.0
2,1.0,1.0,1.0,40.0,100.0,30.0,2,30,93,2,1.0
2,1.0,1.0,1.0,100.0,100.0,15.0,1,1,1125,3,2.0
2,1.0,1.0,1.0,99.0,200.0,50.0,1,1,1125,0,2.0
4,2.0,1.0,3.0,135.0,200.0,90.0,1,3,1125,1,2.0
4,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,90.0,0.0,75.0,2,2,1125,16,4.0
4,2.0,2.0,2.0,269.0,0.0,120.0,4,2,30,2,1.0
8,1.5,3.0,5.0,325.0,0.0,125.0,1,1,1125,19,2.0
7,1.5,3.0,2.0,350.0,200.0,30.0,1,2,1125,0,2.0
3,1.0,1.0,2.0,95.0,0.0,65.0,1,1,1125,17,2.0
3,1.0,1.0,2.0,120.0,0.0,0.0,1,1,1125,2,1.0
4,1.0,2.0,2.0,79.0,150.0,75.0,2,2,15,61,3.0
4,1.0,1.0,2.0,130.0,400.0,100.0,2,3,1125,54,3.0
2,1.0,1.0,1.0,129.0,200.0,85.0,1,1,60,57,4.0
2,1.0,1.0,1.0,399.0,0.0,0.0,1,3,1125,0,6.0
6,1.5,3.0,3.0,350.0,1000.0,240.0,1,4,1125,0,1.0
1,1.0,1.0,1.0,42.0,0.0,5.0,1,1,1125,5,2.0
3,1.0,1.0,2.0,95.0,250.0,72.0,2,1,180,34,3.0
4,1.0,2.0,2.0,109.0,200.0,85.0,3,1,30,21,4.0
8,2.0,3.0,4.0,225.0,300.0,100.0,1,1,1125,2,3.0
8,2.0,3.0,5.0,235.0,0.0,149.0,1,2,1125,1,2.0
4,1.5,2.0,2.0,85.0,300.0,125.0,1,2,365,10,1.0
4,1.0,2.0,2.0,150.0,0.0,20.0,1,1,1125,0,1.0
4,1.0,2.0,3.0,218.0,200.0,100.0,1,2,1125,0,1.0
4,1.0,2.0,2.0,120.0,0.0,15.0,1,1,5,6,4.0
2,2.5,1.0,1.0,225.0,250.0,100.0,2,1,3,0,2.0
6,2.0,3.0,3.0,350.0,500.0,100.0,1,3,1125,10,7.0
8,2.0,3.0,4.0,250.0,250.0,75.0,8,1,1125,31,4.0
2,1.0,1.0,1.0,100.0,200.0,40.0,1,2,90,102,5.0
2,1.0,1.0,1.0,79.0,0.0,0.0,1,3,1125,0,6.0
5,2.0,3.0,3.0,300.0,200.0,150.0,2,5,1125,10,5.0
2,1.0,1.0,1.0,59.0,100.0,65.0,1,2,1125,15,3.0
2,1.0,1.0,1.0,69.0,0.0,25.0,1,1,1125,4,1.0
4,1.0,2.0,3.0,180.0,200.0,40.0,4,1,1125,0,4.0
7,2.5,3.0,3.0,450.0,750.0,250.0,1,3,1125,0,3.0
8,2.5,3.0,4.0,219.0,300.0,164.0,8,2,365,29,4.0
2,1.0,1.0,1.0,70.0,0.0,0.0,2,1,5,28,4.0
4,1.0,1.0,2.0,140.0,400.0,80.0,2,2,90,15,2.0
4,2.0,1.0,1.0,200.0,300.0,0.0,1,2,1125,0,3.0
2,1.0,1.0,1.0,54.0,0.0,0.0,1,2,1125,31,4.0
4,1.0,1.0,2.0,60.0,100.0,75.0,2,1,365,1,5.0
2,1.5,1.0,2.0,66.0,0.0,10.0,1,1,1125,9,1.0
2,1.0,1.0,1.0,79.0,0.0,0.0,2,2,30,36,6.0
2,1.0,1.0,1.0,195.0,200.0,50.0,1,2,30,33,2.0
2,1.0,1.0,1.0,105.0,0.0,25.0,1,2,1125,12,3.0
2,1.0,0.0,1.0,100.0,200.0,50.0,3,2,30,18,3.0
3,1.0,0.0,2.0,100.0,300.0,25.0,2,1,14,25,4.0
4,1.0,2.0,2.0,93.0,250.0,90.0,2,3,14,122,5.0
2,1.0,1.0,1.0,85.0,200.0,40.0,1,2,1125,37,3.0
4,1.0,1.0,3.0,135.0,0.0,35.0,2,4,1125,11,4.0
7,1.0,2.0,7.0,195.0,0.0,95.0,1,2,1125,20,2.0
4,1.0,0.0,3.0,95.0,0.0,50.0,1,1,1125,0,2.0
4,2.5,1.0,2.0,129.0,0.0,10.0,2,1,1125,8,1.0
8,3.0,4.0,5.0,225.0,200.0,100.0,4,2,90,1,3.0
8,3.0,4.0,4.0,350.0,500.0,137.0,6,3,15,2,1.0
2,1.0,1.0,1.0,120.0,0.0,60.0,1,2,1125,7,6.0
5,1.5,2.0,3.0,200.0,150.0,50.0,1,5,21,8,2.0
3,1.0,1.0,2.0,69.0,0.0,10.0,2,3,365,94,4.0
6,2.0,2.0,3.0,199.0,250.0,101.0,4,2,180,0,2.0
6,2.5,3.0,3.0,225.0,250.0,100.0,1,3,1125,3,3.0
7,1.0,1.0,2.0,81.0,0.0,15.0,4,1,1125,58,2.0
6,2.5,2.0,3.0,495.0,750.0,200.0,1,2,1125,7,1.0
2,1.0,1.0,1.0,65.0,0.0,15.0,0,2,14,0,2.0
2,1.0,1.0,1.0,101.0,0.0,10.0,1,1,1125,8,1.0
